text,intent,sentiment
Can you help me use monitoring listed under Cloud & Data Center Services? My product is ZENDCloud VM Enterprise in USA. Kindly confirm.,Technical,Neutral
"I need this billing issue clarified promptly. Before I pay for ZENDBiz Connect 1G, can you clarify the monthly billing timing for an individual account in India? I need this resolved promptly.",Billing,Angry
This is blocking my work. Could you explain how ZENDS supports installation under Home & Office Internet? I use ZENDFiber Home 300 Mbps in India. I need this resolved promptly.,Technical,Angry
What information is relevant when requesting a refund for an enterprise Postpaid Gold service in India? Please let me know.,Refund,Neutral
"I have already tried to get an answer. After repeated requests for help with dedicated enterprise support, my ZENDStorage 1TB concern is still unresolved. Please escalate it.",Complaint,Angry
"I appreciate that this is being reviewed, but my enterprise ZENDOffice Net 200 service in USA still has an unresolved network monitoring concern after support contact. Could you confirm that for me?",Complaint,Happy
"I should not have to keep asking about this. I have contacted support more than once about mobile insurance for Postpaid Gold in USA, but it remains unresolved. How can I escalate this? Please respond clearly.",Complaint,Angry
"Could you clarify one point? Before choosing Postpaid Platinum, could you explain what is included and the $132 price for an individual customer in Singapore?",Product Inquiry,Neutral
"I appreciate the clarification so far. What should an enterprise customer in Singapore know about ZENDArchive Storage, a archive cloud storage?",Product Inquiry,Happy
This has happened again. The support provided for customer support on Postpaid Platinum did not resolve my problem. Who can formally review this? Please respond clearly.,Complaint,Angry
Could you clarify one point? Please explain whether my ZENDFiber Home 300 Mbps service in Thailand is eligible for a refund before the 7-day period ends. Please let me know.,Refund,Neutral
Good to know. I want to understand the refund window for Postpaid Gold; is the usage threshold below 10%? I would appreciate a quick confirmation.,Refund,Happy
"I am glad someone is looking into this, but the repeated dedicated bandwidth issue on ZENDEnterprise Dedicated is affecting my experience. I need a clear resolution from ZENDS. Could you confirm that for me?",Complaint,Happy
Could you clarify one point? The problem with dedicated bandwidth on my individual ZENDBiz Connect 100 account keeps recurring. I need a formal resolution. Please let me know.,Complaint,Neutral
"Good to know. Can you point me to the ZENDS support process for troubleshooting, which is listed under Home & Office Internet? I use ZENDFiber Home 100 Mbps. Could you confirm that for me?",Technical,Happy
I am pleased with the guidance so far. Does ZENDS list smart city integrations under IoT & Smart Solutions? I am considering ZENDIndustrial Sensor as an enterprise customer in India. I would appreciate a quick confirmation.,Product Inquiry,Happy
I need a clear billing answer today. How does monthly billing in advance apply to my enterprise ZENDCloud VM Pro service in Thailand?,Billing,Angry
I would like to understand this better. Can you confirm that ZENDFiber Home 1 Gbps costs $80 for an individual customer in USA?,Product Inquiry,Neutral
I am pleased with the guidance so far. I need to understand the invoice process for my individual ZENDFiber Home 100 Mbps service in USA.,Billing,Happy
That sounds promising. I am setting up ZENDOffice Net 200 and need help with 24/7 technical support under Home & Office Internet. Where should I start? Could you confirm that for me?,Technical,Happy
Could you clarify one point? I want this add-on data packages problem with Prepaid Basic formally addressed because earlier support did not resolve it. Please let me know.,Complaint,Neutral
Where can I find the billing details for an individual customer paying $132 for ZENDStorage 10TB in Singapore?,Billing,Neutral
I need technical help without delay. Which ZENDS support option covers SLA-backed support for enterprise customers listed under Home & Office Internet for an individual customer using ZENDFiber Home 300 Mbps? I need this resolved promptly.,Technical,Angry
I appreciate the clarification so far. Is there any refund option for an activated ZENDCloud VM Basic cloud service in India? I would appreciate a quick confirmation.,Refund,Happy
I would like to understand this better. Where can an enterprise customer using Prepaid Basic in India get technical assistance with roaming packages under Mobile Connectivity? Kindly confirm.,Technical,Neutral
"This has happened again. After repeated requests for help with file storage, my ZENDCloud VM Basic concern is still unresolved. Please escalate it. I need this resolved promptly.",Complaint,Angry
"This has been helpful so far. What does Prepaid Plus include for an individual customer in Thailand, and is its listed price $64? I would appreciate a quick confirmation.",Product Inquiry,Happy
Could you clarify one point? What should I expect if payment for my ZENDFleet IoT service in India is more than 7 days late?,Billing,Neutral
Could you clarify one point? I am dissatisfied with how the security add-ons issue on my ZENDBiz Connect 500 account has been handled. I need a proper resolution.,Complaint,Neutral
This has happened again. The problem with SIM and eSIM provisioning on my enterprise Postpaid Gold account keeps recurring. I need a formal resolution. Please respond clearly.,Complaint,Angry
I need an answer about refund eligibility today. Would an enterprise customer using less than 10% of ZENDOffice Net 1G qualify for a refund within 7 days? Please respond clearly.,Refund,Angry
That sounds promising. Could you confirm the 7-day and under-10%-usage conditions for a full refund on ZENDSmart Parking? I would appreciate a quick confirmation.,Refund,Happy
I should not have to keep asking about this. I need to raise a complaint because file storage for ZENDCloud VM Enterprise in India has not been resolved. Please respond clearly.,Complaint,Angry
"I need this billing issue clarified promptly. Does an enterprise Prepaid Plus account in Thailand receive a consolidated invoice, and how is it billed? I need this resolved promptly.",Billing,Angry
"Good to know. Before choosing ZENDSmart Lighting, could you explain what is included and the $42 price for an enterprise customer in India?",Product Inquiry,Happy
I would like to understand this better. I am deciding whether to keep ZENDEnterprise Ultra in USA. What does ZENDS require for a full refund? Please let me know.,Refund,Neutral
I need an answer about refund eligibility today. I am within 7 days of starting ZENDStorage 10TB in India and my usage is below 10%. Can I request a full refund? Please respond clearly.,Refund,Angry
I need this product information clarified. Can you confirm that ZENDCloud VM Basic costs $28 for an enterprise customer in Thailand? Please respond clearly.,Product Inquiry,Angry
I would like to understand this better. I have had to report the 24/7 technical support issue on my ZENDOffice Net 500 account repeatedly. Please provide an escalation option. Please let me know.,Complaint,Neutral
